"","GOID","TERM"
"10730","GO:0019145","aminobutyraldehyde dehydrogenase activity"
"10731","GO:0019146","arabinose-5-phosphate isomerase activity"
"10732","GO:0019147","(R)-aminopropanol dehydrogenase activity"
"10733","GO:0019148","D-cysteine desulfhydrase activity"
"10734","GO:0019149","3-chloro-D-alanine dehydrochlorinase activity"
"10735","GO:0019150","D-ribulokinase activity"
"10736","GO:0019151","galactose 1-dehydrogenase activity"
"10737","GO:0019152","acetoin dehydrogenase activity"
"10738","GO:0019153","protein-disulfide reductase (glutathione) activity"
"10739","GO:0019154","glycolate dehydrogenase activity"
"10740","GO:0019155","3-(imidazol-5-yl)lactate dehydrogenase activity"
"10741","GO:0019156","isoamylase activity"
"10742","GO:0019157","malate oxidase activity"
"10743","GO:0019158","mannokinase activity"
"10744","GO:0019159","nicotinamide-nucleotide amidase activity"
"10745","GO:0019160","NMN nucleosidase activity"
"10746","GO:0019161","diamine transaminase activity"
"10747","GO:0019162","pyridoxamine-oxaloacetate transaminase activity"
"10748","GO:0019163","pyridoxamine-phosphate transaminase activity"
"10749","GO:0019164","pyruvate synthase activity"
"10750","GO:0019165","thiamine kinase activity"
"10751","GO:0019166","trans-2-enoyl-CoA reductase (NADPH) activity"
"10752","GO:0019168","2-octaprenylphenol hydroxylase activity"
"10753","GO:0019170","methylglyoxal reductase (NADH-dependent) activity"
"10754","GO:0019171","3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity"
"10755","GO:0019172","glyoxalase III activity"
"10756","GO:0019174","tetrahydrothiophene 1-oxide reductase activity"
"10757","GO:0019176","dihydroneopterin monophosphate phosphatase activity"
"10758","GO:0019177","dihydroneopterin triphosphate pyrophosphohydrolase activity"
"10759","GO:0019178","NADP phosphatase activity"
"10760","GO:0019179","dTDP-4-amino-4,6-dideoxy-D-glucose transaminase activity"
"10761","GO:0019180","dTDP-4-amino-4,6-dideoxygalactose transaminase activity"
"10762","GO:0019181","halohydrin hydrogen-halide-lyase activity"
"10763","GO:0019182","histamine-gated chloride channel activity"
"10764","GO:0019183","histamine-gated chloride channel complex"
"10765","GO:0019184","nonribosomal peptide biosynthetic process"
"10766","GO:0019185","snRNA-activating protein complex"
"10767","GO:0019186","acyl-CoA N-acyltransferase activity"
"10768","GO:0019187","beta-1,4-mannosyltransferase activity"
"10769","GO:0019191","cellobiose transmembrane transporter activity"
"10770","GO:0019194","sorbose transmembrane transporter activity"
"10771","GO:0019196","galactosamine transmembrane transporter activity"
"10772","GO:0019197","phosphoenolpyruvate-dependent sugar phosphotransferase complex"
"10773","GO:0019198","transmembrane receptor protein phosphatase activity"
"10774","GO:0019199","transmembrane receptor protein kinase activity"
"10775","GO:0019200","carbohydrate kinase activity"
"10776","GO:0019202","amino acid kinase activity"
"10777","GO:0019203","carbohydrate phosphatase activity"
"10778","GO:0019205","nucleobase-containing compound kinase activity"
"10779","GO:0019206","nucleoside kinase activity"
"10780","GO:0019207","kinase regulator activity"
"10781","GO:0019208","phosphatase regulator activity"
"10782","GO:0019209","kinase activator activity"
"10783","GO:0019210","kinase inhibitor activity"
"10784","GO:0019211","phosphatase activator activity"
"10785","GO:0019212","phosphatase inhibitor activity"
"10786","GO:0019213","deacetylase activity"
"10787","GO:0019215","intermediate filament binding"
"10788","GO:0019216","regulation of lipid metabolic process"
"10789","GO:0019217","regulation of fatty acid metabolic process"
"10790","GO:0019218","regulation of steroid metabolic process"
"10791","GO:0019219","regulation of nucleobase-containing compound metabolic process"
"10792","GO:0019220","regulation of phosphate metabolic process"
"10793","GO:0019221","cytokine-mediated signaling pathway"
"10794","GO:0019222","regulation of metabolic process"
"10795","GO:0019226","transmission of nerve impulse"
"10796","GO:0019227","neuronal action potential propagation"
"10797","GO:0019228","neuronal action potential"
"10798","GO:0019229","regulation of vasoconstriction"
"10799","GO:0019230","proprioception"
"10800","GO:0019231","perception of static position"
"10801","GO:0019232","perception of rate of movement"
"10802","GO:0019233","sensory perception of pain"
"10803","GO:0019234","sensory perception of fast pain"
"10804","GO:0019235","sensory perception of slow pain"
"10805","GO:0019236","response to pheromone"
"10806","GO:0019237","centromeric DNA binding"
"10807","GO:0019238","cyclohydrolase activity"
"10808","GO:0019239","deaminase activity"
"10809","GO:0019240","citrulline biosynthetic process"
"10810","GO:0019241","citrulline catabolic process"
"10811","GO:0019242","methylglyoxal biosynthetic process"
"10812","GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"
"10813","GO:0019244","lactate biosynthetic process from pyruvate"
"10814","GO:0019245","D(-)-lactate biosynthetic process from pyruvate"
"10815","GO:0019246","L(+)-lactate biosynthetic process from pyruvate"
"10816","GO:0019247","lactate racemization"
"10817","GO:0019248","D-lactate biosynthetic process from methylglyoxal via (R)-lactaldehyde"
"10818","GO:0019249","lactate biosynthetic process"
"10819","GO:0019250","aerobic cobalamin biosynthetic process"
"10820","GO:0019251","anaerobic cobalamin biosynthetic process"
"10821","GO:0019252","starch biosynthetic process"
"10822","GO:0019253","reductive pentose-phosphate cycle"
"10823","GO:0019254","carnitine metabolic process, CoA-linked"
"10824","GO:0019255","glucose 1-phosphate metabolic process"
"10825","GO:0019256","acrylonitrile catabolic process"
"10826","GO:0019257","4-nitrotoluene metabolic process"
"10827","GO:0019258","4-nitrotoluene catabolic process"
"10828","GO:0019260","1,2-dichloroethane catabolic process"
"10829","GO:0019261","1,4-dichlorobenzene catabolic process"
"10830","GO:0019262","N-acetylneuraminate catabolic process"
"10831","GO:0019263","adamantanone catabolic process"
"10832","GO:0019264","glycine biosynthetic process from serine"
"10833","GO:0019265","glycine biosynthetic process, by transamination of glyoxylate"
"10834","GO:0019266","asparagine biosynthetic process from oxaloacetate"
"10835","GO:0019267","asparagine biosynthetic process from cysteine"
"10836","GO:0019270","aerobactin biosynthetic process"
"10837","GO:0019271","aerobactin transport"
"10838","GO:0019272","L-alanine biosynthetic process from pyruvate"
"10839","GO:0019273","L-alanine biosynthetic process via ornithine"
"10840","GO:0019276","UDP-N-acetylgalactosamine metabolic process"
"10841","GO:0019277","UDP-N-acetylgalactosamine biosynthetic process"
"10842","GO:0019278","UDP-N-acetylgalactosamine catabolic process"
"10843","GO:0019279","L-methionine biosynthetic process from L-homoserine via cystathionine"
"10844","GO:0019280","L-methionine biosynthetic process from homoserine via O-acetyl-L-homoserine and cystathionine"
"10845","GO:0019281","L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine"
"10846","GO:0019283","L-methionine biosynthetic process from O-phospho-L-homoserine and cystathionine"
"10847","GO:0019284","L-methionine salvage from S-adenosylmethionine"
"10848","GO:0019285","glycine betaine biosynthetic process from choline"
"10849","GO:0019286","glycine betaine biosynthetic process from glycine"
"10850","GO:0019287","isopentenyl diphosphate biosynthetic process, mevalonate pathway"
"10851","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
"10852","GO:0019289","rhizobactin 1021 biosynthetic process"
"10853","GO:0019290","siderophore biosynthetic process"
"10854","GO:0019292","tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate"
"10855","GO:0019293","tyrosine biosynthetic process, by oxidation of phenylalanine"
"10856","GO:0019294","keto-3-deoxy-D-manno-octulosonic acid biosynthetic process"
"10857","GO:0019295","coenzyme M biosynthetic process"
"10858","GO:0019296","coenzyme M metabolic process"
"10859","GO:0019297","coenzyme B metabolic process"
"10860","GO:0019298","coenzyme B biosynthetic process"
"10861","GO:0019299","rhamnose metabolic process"
"10862","GO:0019300","rhamnose biosynthetic process"
"10863","GO:0019301","rhamnose catabolic process"
"10864","GO:0019302","D-ribose biosynthetic process"
"10865","GO:0019303","D-ribose catabolic process"
"10866","GO:0019304","anaerobic rhamnose catabolic process"
"10867","GO:0019305","dTDP-rhamnose biosynthetic process"
"10868","GO:0019306","GDP-D-rhamnose biosynthetic process"
"10869","GO:0019307","mannose biosynthetic process"
"10870","GO:0019308","dTDP-mannose biosynthetic process"
"10871","GO:0019309","mannose catabolic process"
"10872","GO:0019310","inositol catabolic process"
"10873","GO:0019311","sorbose metabolic process"
"10874","GO:0019312","L-sorbose metabolic process"
"10875","GO:0019313","allose metabolic process"
"10876","GO:0019314","D-allose metabolic process"
"10877","GO:0019315","D-allose biosynthetic process"
"10878","GO:0019316","D-allose catabolic process"
"10879","GO:0019317","fucose catabolic process"
"10880","GO:0019318","hexose metabolic process"
"10881","GO:0019319","hexose biosynthetic process"
"10882","GO:0019320","hexose catabolic process"
"10883","GO:0019321","pentose metabolic process"
"10884","GO:0019322","pentose biosynthetic process"
"10885","GO:0019323","pentose catabolic process"
"10886","GO:0019324","L-lyxose metabolic process"
"10887","GO:0019325","anaerobic fructose catabolic process"
"10888","GO:0019326","nitrotoluene metabolic process"
"10889","GO:0019327","lead sulfide oxidation"
"10890","GO:0019328","anaerobic gallate catabolic process"
"10891","GO:0019329","ammonia oxidation"
"10892","GO:0019330","aldoxime metabolic process"
"10893","GO:0019331","anaerobic respiration, using ammonium as electron donor"
"10894","GO:0019332","aerobic respiration, using nitrite as electron donor"
"10895","GO:0019333","denitrification pathway"
"10896","GO:0019334","p-cymene catabolic process"
"10897","GO:0019335","3-methylquinoline catabolic process"
"10898","GO:0019336","phenol-containing compound catabolic process"
"10899","GO:0019337","tetrachloroethylene catabolic process"
"10900","GO:0019338","pentachlorophenol catabolic process"
"10901","GO:0019339","parathion catabolic process"
"10902","GO:0019340","dibenzofuran catabolic process"
"10903","GO:0019341","dibenzo-p-dioxin catabolic process"
"10904","GO:0019342","trypanothione biosynthetic process"
"10905","GO:0019343","cysteine biosynthetic process via cystathionine"
"10906","GO:0019344","cysteine biosynthetic process"
"10907","GO:0019345","cysteine biosynthetic process via S-sulfo-L-cysteine"
"10908","GO:0019346","transsulfuration"
"10909","GO:0019347","GDP-alpha-D-mannosylchitobiosyldiphosphodolichol biosynthetic process"
"10910","GO:0019348","dolichol metabolic process"
"10911","GO:0019349","ribitol metabolic process"
"10912","GO:0019350","teichoic acid biosynthetic process"
"10913","GO:0019351","dethiobiotin biosynthetic process"
"10914","GO:0019352","protoporphyrinogen IX biosynthetic process from glycine"
"10915","GO:0019353","protoporphyrinogen IX biosynthetic process from glutamate"
"10916","GO:0019354","siroheme biosynthetic process"
"10917","GO:0019355","nicotinamide nucleotide biosynthetic process from aspartate"
"10918","GO:0019356","nicotinate nucleotide biosynthetic process from tryptophan"
"10919","GO:0019357","nicotinate nucleotide biosynthetic process"
"10920","GO:0019358","nicotinate nucleotide salvage"
"10921","GO:0019359","nicotinamide nucleotide biosynthetic process"
"10922","GO:0019360","nicotinamide nucleotide biosynthetic process from niacinamide"
"10923","GO:0019361","2'-(5''-triphosphoribosyl)-3'-dephospho-CoA biosynthetic process"
"10924","GO:0019362","pyridine nucleotide metabolic process"
"10925","GO:0019363","pyridine nucleotide biosynthetic process"
"10926","GO:0019364","pyridine nucleotide catabolic process"
"10927","GO:0019365","pyridine nucleotide salvage"
"10928","GO:0019367","fatty acid elongation, saturated fatty acid"
"10929","GO:0019368","fatty acid elongation, unsaturated fatty acid"
"10930","GO:0019369","arachidonic acid metabolic process"
"10931","GO:0019370","leukotriene biosynthetic process"
"10932","GO:0019371","cyclooxygenase pathway"
"10933","GO:0019372","lipoxygenase pathway"
"10934","GO:0019373","epoxygenase P450 pathway"
"10935","GO:0019374","galactolipid metabolic process"
"10936","GO:0019375","galactolipid biosynthetic process"
"10937","GO:0019376","galactolipid catabolic process"
"10938","GO:0019377","glycolipid catabolic process"
"10939","GO:0019379","sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
"10940","GO:0019380","3-phenylpropionate catabolic process"
"10941","GO:0019381","atrazine catabolic process"
"10942","GO:0019382","carbon tetrachloride catabolic process"
"10943","GO:0019383","(+)-camphor catabolic process"
"10944","GO:0019384","caprolactam catabolic process"
"10945","GO:0019385","methanogenesis, from acetate"
"10946","GO:0019386","methanogenesis, from carbon dioxide"
"10947","GO:0019387","methanogenesis, from methanol"
"10948","GO:0019388","galactose catabolic process"
"10949","GO:0019389","glucuronoside metabolic process"
"10950","GO:0019390","glucuronoside biosynthetic process"
"10951","GO:0019391","glucuronoside catabolic process"
"10952","GO:0019392","glucarate metabolic process"
"10953","GO:0019393","glucarate biosynthetic process"
"10954","GO:0019394","glucarate catabolic process"
"10955","GO:0019395","fatty acid oxidation"
"10956","GO:0019396","gallate catabolic process"
"10957","GO:0019397","gallate catabolic process via 2-pyrone-4,6-dicarboxylate"
"10958","GO:0019398","gallate catabolic process via gallate dioxygenase activity"
"10959","GO:0019399","cyclohexanol oxidation"
"10960","GO:0019400","alditol metabolic process"
"10961","GO:0019401","alditol biosynthetic process"
"10962","GO:0019402","galactitol metabolic process"
"10963","GO:0019403","galactitol biosynthetic process"
"10964","GO:0019404","galactitol catabolic process"
"10965","GO:0019405","alditol catabolic process"
"10966","GO:0019406","hexitol biosynthetic process"
"10967","GO:0019407","hexitol catabolic process"
"10968","GO:0019408","dolichol biosynthetic process"
"10969","GO:0019409","aerobic respiration, using ammonia as electron donor"
"10970","GO:0019410","aerobic respiration, using carbon monoxide as electron donor"
"10971","GO:0019411","aerobic respiration, using ferrous ions as electron donor"
"10972","GO:0019412","aerobic respiration, using hydrogen as electron donor"
"10973","GO:0019413","acetate biosynthetic process"
"10974","GO:0019414","aerobic respiration, using sulfur or sulfate as electron donor"
"10975","GO:0019415","acetate biosynthetic process from carbon monoxide"
"10976","GO:0019416","polythionate oxidation"
"10977","GO:0019417","sulfur oxidation"
"10978","GO:0019418","sulfide oxidation"
"10979","GO:0019419","sulfate reduction"
"10980","GO:0019420","dissimilatory sulfate reduction"
"10981","GO:0019422","disproportionation of elemental sulfur"
"10982","GO:0019423","sulfur oxidation, ferric ion-dependent"
"10983","GO:0019424","sulfide oxidation, using siroheme sulfite reductase"
"10984","GO:0019426","bisulfite reduction"
